"BehaviorSpace results (NetLogo 5.2.0)"
"priority_queue_them_park.nlogo"
"globals-waiting-time / globals-numbers-playing"
"12/19/2015 23:29:38:080 +0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
,"0","1.4444444444444444","36.22222222222222"
,"0","0","0"
,"0","0","0"
,"0","5.277777777777778","43.44444444444444"
,"0","0","0"
,"0","0","0"
,"0","4.777777777777778","27.444444444444443"
,"0","0","0"
,"0","0","0"
,"0","5.555555555555555","44.44444444444444"
,"0","0","0"
,"0","0","0"
,"0","3.111111111111111","47.05555555555556"
,"0","0","0"
,"0","0","0"
,"0","3.5","49"
,"0","0","0"
,"0","0","0"
,"0","3.388888888888889","53.5"
,"0","0","0"
,"0","0","0"
,"0","15","20.944444444444443"
,"0","0","0"
,"0","0","0"
,"0","2.6666666666666665","38.333333333333336"
,"0","0","0"
,"0","0","0"
,"0.5","11","67.88888888888889"
,"0","0","0"
,"0","0","0"
,"0","1.9444444444444444","65.38888888888889"
,"0","0","0"
,"0","0","0"
,"0","6.222222222222222","53.611111111111114"
,"0","0","0"
,"0","0","0"
,"0","2.5555555555555554","42.111111111111114"
,"0","0","0"
,"0","0","0"
,"1","1.8333333333333333","32.833333333333336"
,"0","0","0"
,"0","0","0"
,"0","4.888888888888889","36.666666666666664"
,"0","0","0"
,"0","0","0"
,"0","1.7777777777777777","53.833333333333336"
,"0","0","0"
,"0","0","0"
,"0.5","2.9444444444444446","51.27777777777778"
,"0","0","0"
,"0","0","0"
,"0","4.5","20.555555555555557"
,"0","0","0"
,"0","0","0"
,"0","0.1111111111111111","30.944444444444443"
,"0","0","0"
,"0","0","0"
,"0","6.944444444444445","36.72222222222222"
,"0","0","0"
,"0","0","0"
,"0","2.5","41.666666666666664"
,"0","0","0"
,"0","0","0"
,"0","5.666666666666667","34.55555555555556"
,"0","0","0"
,"0","0","0"
,"0","2","34.44444444444444"
,"0","0","0"
,"0","0","0"
,"0","9.11111111111111","38.05555555555556"
,"0","0","0"
,"0","0","0"
,"0","10.166666666666666","28.27777777777778"
,"0","0","0"
,"0","0","0"
,"1","8.722222222222221","106.05555555555556"
,"0","0","0"
,"0","0","0"
,"0","5","25.333333333333332"
,"0","0","0"
,"0","0","0"
,"0.6666666666666666","4.166666666666667","31.666666666666668"
,"0","0","0"
,"0","0","0"
,"0.5","2.6666666666666665","31.5"
,"0","0","0"
,"0","0","0"
,"0.5","15.5","42.111111111111114"
,"0","0","0"
,"0","0","0"
